utt_id	spkr_id	lang	text	dur	file_id
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A06	A06	cs	var _ai bavlos medamorfos o günnäridä äp _atmečat edirlär	9.203	doreco_urum1249_UUM-TXT-FE-00000-A06
0006_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	ambu _turetski dili biz ki näki söilirıh oni kismädä ğanamas	2.776	doreco_urum1249_UUM-TXT-LG-00000-A16
0018_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A09	A09	cs	_nu mučitolduh čoğ nä diem daha bän ha	3.253	doreco_urum1249_UUM-TXT-FM-00000-A09
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	cs	kim büler türki soradan čağırer kim büler _muzıka gätırerlär	5.379	doreco_urum1249_UUM-TXT-FE-00000-A04
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A05	A05	cs	_da nä diem özgä nä	1.276	doreco_urum1249_UUM-TXT-FM-00000-A05
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	cs	sora mäzärlär gälier ğızılyumurtada gidierım anamınan babamın üstünä ärkärän gidierım _da anelä ištem yašierıh	6.601	doreco_urum1249_UUM-TXT-VL-00000-A12
0010_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A13	A13	cs	birınji gälmirdılär čätınıdi šindi _savsem čoğ gälirlär halh _asnavnom šindi _paslednoe _vremya rassiadan olaki bu el älli adamdan čoğ gälmıšti meriamanai	10.924	doreco_urum1249_UUM-TXT-FE-00000-A13
0007_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A14	A14	cs	pr_ajarlarınan bu gürjülärınan šindi pr_bizım halh barabar yaširıh čoğiinän družniih čoğiinän yoh _nu ğanirıh birbizlärımızi yaširıh näblem	11.47	doreco_urum1249_UUM-TXT-VL-00000-A14
0008_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	ištem budur daa dilımızi ahnayah säväjäih _no _glavni dil är dilidä bülmäh lazımıdi _nu školada bizi ohuttular _tolka urusča	6.759	doreco_urum1249_UUM-TXT-LG-00000-A16
0001_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A14	A14	cs	bän bu išläri _toest näsıl gälmišlär bän asnovnoi _nu išläri bülirım bänım deduškamdan	7.307	doreco_urum1249_UUM-TXT-AN-00000-A14
0018_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B10	B10	cs	sorada _rešit ettılär gälmäya tiflisä onučun ki oralarda biräz čätınıdi yašamah	4.457	doreco_urum1249_UUM-TXT-FM-00000-B10
0014_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B03	B03	cs	fp_am _i barabar fp_m bašladılar tiflisdä yašamaya	4.282	doreco_urum1249_UUM-TXT-FM-00000-B03
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A14	A14	cs	bizım köv burda urum semyasi yaširıh _gdeto igirmi beš _semya öbürlär äp gürjidırlär _a fs_eše šei _ajar	8.108	doreco_urum1249_UUM-TXT-VL-00000-A14
0009_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B11	B11	cs	yaptılar _i bašladılar yašamah	4.205	doreco_urum1249_UUM-TXT-AN-00000-B11
0002_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A08	A08	cs	fs_är är erdän halh gälir meriamana pak _muzıka iš gälirlär	5.149	doreco_urum1249_UUM-TXT-FE-00000-A08
0003_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A07	A07	cs	bu dili _tolka ävdä išlädirıh birbirımızın arasında _a _vasnavnom biz urusča söilirıh elä olir ki ävlä ävlärımızdädä _bolšei _častyu urusča söilirıh birbırımızınän	10.888	doreco_urum1249_UUM-TXT-LG-00000-A07
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A04	A04	cs	_i belä yaširıh	1.884	doreco_urum1249_UUM-TXT-FM-00000-A04
0001_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A15	A15	cs	meriamanai igirmi eddısi evlädän sora halh eğılir _muzıkai gätırirıh ište čalir oinirıh güzäl gidirıh mumumuzi yahirıh fırlanirıh	11.659	doreco_urum1249_UUM-TXT-FE-00000-A15
0013_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A07	A07	cs	hä _balšoi _raznitsa var onučun ki urusča _ya _magu _s bänım _mıslyami _vıražat etmäh _napisat _pismo _tak pismoi yaziräm _ya biriinän _zvanit edir söiliräm	12.705	doreco_urum1249_UUM-TXT-LG-00000-A07
0013_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-B14	B14	cs	gäldıh šäärä tiflisä gettıh ui_böyuk gruzinski školaya gürji školaya _da elä örgändıh onučun ki bu dili burda čoğ halh bülmerdi tiflistä	15.537	doreco_urum1249_UUM-TXT-LG-00000-B14
0004_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A10	A10	cs	_nu biz o dili söilierıh elä oldi _nu _pačti _radnoi _yazık _russki sailir bizım	5.872	doreco_urum1249_UUM-TXT-LG-00000-A10
0002_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A05	A05	cs	ambelädä fs_k kolkhozlar oldi iš oldi _savetski ui_sayuzda išlir yašerdıh ambu _forma	5.088	doreco_urum1249_UUM-TXT-FM-00000-A05
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A10	A10	cs	ište burda bašladılar ävmäv yaptılar birınji yoğudi fahırlığ čätınlıh _savsem čoğ gördülär čätınlıh	7.257	doreco_urum1249_UUM-TXT-AN-00000-A10
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B14	B14	cs	onučunda böyuk _raznitsa yohtur gürjülärınän urumja urumlardan	4.58	doreco_urum1249_UUM-TXT-FE-00000-B14
0016_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A09	A09	cs	anam artıh gavigürügeinän gavınan etti ärımızä _stakan artıh yazdi kimın šeidır bu _stakan kimındır	8.1	doreco_urum1249_UUM-TXT-AN-00000-A09
0003_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	ohudum _russki školadada on klasta ohudum russkia	4.6	doreco_urum1249_UUM-TXT-LG-00000-A16
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A11	A11	cs	_nedavno _sto _let meriamanai _vspaminat ettıh _šestom fs_š _devyatsotom _gadu _načal _šestom _gadu _zakončil	8.137	doreco_urum1249_UUM-TXT-FE-00000-A11
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A16	A16	cs	_vsyo genä nä diem	0.891	doreco_urum1249_UUM-TXT-AN-00000-A16
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B03	B03	cs	_i soradan _uže babam bašladi burda išlämäya gruziada	3.774	doreco_urum1249_UUM-TXT-FM-00000-B03
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A11	A11	cs	babam _invalid oldi vadä _sudurugi _sudurugi oldi bän _as biz ğaldıh dörtjannan anam bajım babam birdä bän	14.265	doreco_urum1249_UUM-TXT-AN-00000-A11
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	cs	_muzıka oinirıh edirıh ğurbannarımızi fs_käs käsirıh čağırirıh halhi gečännäridä kim var äp čağırirıh	7.919	doreco_urum1249_UUM-TXT-FE-00000-A16
0008_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B12	B12	cs	_ozero _ozero _kak čai dir čai	3.076	doreco_urum1249_UUM-TXT-VL-00000-B12
0007_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	cs	ama bu _turetski dil čätın oler yazmasıni bülmerıh šeini bülmerıh ohumasıni alfavit iši yohtur	8.189	doreco_urum1249_UUM-TXT-LG-00000-A08
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	cs	fs_muzıkada fp_an _muzıka čalir _grečeski kočari oinirıh _russki šei muzıkalar oinirlär o nädır tango vals fp_an	9.332	doreco_urum1249_UUM-TXT-FE-00000-A16
0001_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B10	B10	cs	_nu bizım köv näsıldır	1.74	doreco_urum1249_UUM-TXT-VL-00000-B10
0004_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	cs	ävdä bir söilirıh _turetski	1.69	doreco_urum1249_UUM-TXT-LG-00000-A08
0004_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	cs	onučunda biz čoğ _atličia vermerıh bizım dilınän urusčai	4.834	doreco_urum1249_UUM-TXT-LG-00000-A06
0010_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A05	A05	cs	_uslovia verdılär greče fs_gru gruzinski tsarlar _prinimat bizi etti burya	4.865	doreco_urum1249_UUM-TXT-AN-00000-A05
0006_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B12	B12	cs	öglärä fs_eč _ke kövün ögi äp šeidır čai	4.47	doreco_urum1249_UUM-TXT-VL-00000-B12
0009_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A09	A09	cs	dögüš gidir ohumaida prahtıh _uže ohumaida fp_hä fs_šei tomari prahtıh skholiosa äp oğulušah ki išä gidäjän dögüš gälir kartolmartol šeya yollamah lazım saldatlara bizım eläidi	15.228	doreco_urum1249_UUM-TXT-LG-00000-A09
0008_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A06	A06	cs	yaširdıh yahši iš yaširdıh bu ki _komunističeski stroi dağıldisä bizım elä perioda gäldi ki bizım yašimız tamam verdılär torpah	14.304	doreco_urum1249_UUM-TXT-FM-00000-A06
0002_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A14	A14	cs	meriamana güni _dvatsat _vasmoe _avgusta bizım halh äp urumluh gidirıh kissänın ğapısına	6.131	doreco_urum1249_UUM-TXT-FE-00000-A14
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A10	A10	cs	mum yaherlär ui_birdä _atmečat _muzıka čalir oinirıh	3.321	doreco_urum1249_UUM-TXT-FE-00000-A10
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A07	A07	cs	bänım _babuškam gäldi buraya ärvänidän ärä oldi papam dyadyam tyotyam onnar bibımdillär ämımdillär bizımjılar onnar oldular	9.502	doreco_urum1249_UUM-TXT-FM-00000-A07
0009_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A13	A13	cs	bizım gälir halh rassiadan gälirlär gretsiadan gälirlär kimki elä adam var gelda gälir var üč dört elda birkärän gälä an _pasledni _vremya _savsem čoğ gälirlär	12.102	doreco_urum1249_UUM-TXT-FE-00000-A13
0015_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A14	A14	cs	_nu küčük ävdä yašerdılär _no ui_äp ohunmıš adam čıhtılar äp ey ui_oldular	4.135	doreco_urum1249_UUM-TXT-AN-00000-A14
0007_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A10	A10	cs	šindi _uže _savsem ey oldi ey yaširıh ey ävlär yahši äptä	5.424	doreco_urum1249_UUM-TXT-AN-00000-A10
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A09	A09	cs	fs_sora _zamuž _vıšla _četıre _rebionok _ražala ište	4.78	doreco_urum1249_UUM-TXT-FM-00000-A09
0001_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B01	B01	cs	fp_ee fp_mm fs_ra isa _različie _meždu gürjülärınan _i urumlarınan näsıl ki _atmečat edierlär meriamanai var näsıl sizä diem	12.791	doreco_urum1249_UUM-TXT-FE-00000-B01
0002_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	bu dildä näblem ištem turtsiadan gälmišıh söilirıh bizä an _glavni yahši _russki dildır bänä	5.35	doreco_urum1249_UUM-TXT-LG-00000-A16
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A14	A14	cs	_nu olirdi ävdä ärištä kanfliktmanflikt ama ahlıma gälir bir kärän _deduškam babuškama dedi ki ğari bah bu dört duvar nää öčüriidır onučun ki ävdä ki söilian iš dišäri čıhmia	13.277	doreco_urum1249_UUM-TXT-FM-00000-A14
0008_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	cs	prirodadada genä iir ičirıh _muzıka čalıp oinamah fp_an	4.923	doreco_urum1249_UUM-TXT-FE-00000-A16
0002_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A13	A13	cs	šindi bu ajarlar gäldılär köti halhta dägıllär _nu _prosta ürägımız yatmir bunnara belä özgätävır bunnarınan	8.157	doreco_urum1249_UUM-TXT-VL-00000-A13
0003_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	cs	_turetski alfaviti bülmirıh yohtur _bukva iš urusča šei edirıh ohirdıh edirdıh äp	6.57	doreco_urum1249_UUM-TXT-LG-00000-A08
