utt_id	spkr_id	lang	text	dur
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	cs	šindi torpah bänımdır äkirım bän satirım bän äkirım näsıl isterım elä satirım nalogumi verirım öbür išlärä _prablema olmir semyai bahmah olir	11.309
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	cs	školai ğutuldum šindi düšünirım gidim ohumaya _ili burdaim bahim	5.238
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	cs	nerdä kim istir ordada išlir bizım halh elädır _ana babai daa šei etmirlär gändi volyalarına išlirlär	6.096
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	gäldım tiflisä ištem išmiš oldi ištem ui_ğazanti ui_mazanti	4.031
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B03	B03	cs	_i soradan _uže babam bašladi burda išlämäya gruziada	3.774
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B06	B06	urum	babamın sağ ojaği yašierdi kövdä	4.892
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B07	B07	urum	äp yahshi yasherlär yahshi günnäri olsun	3.108
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	urum	gäldılär burya erläštılär burda išlädılar	2.98
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B09	B09	urum	babamda orya getti	1.24
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B10	B10	urum	tanıšlandılar ištem yašierdılar	1.88
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B12	B12	cs	_da ärišta narmalni	1.72
0010_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B14	B14	cs	genä _da genä burda genä čätındır eč bura buranın situatsiası eč düzlänmer nädä düzlänändır	7.192
0010_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	urum	pročim šindi biräz bu dil desäm ilärlir ušahlarda istirıh bülälär šei edälär	7.374
0010_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	cs	bänä ötüri fs_russki _russki dil daa eydir oni čoğ bülerım čem bu _turetski dili biryanda bu gečmer _russki dil fs_är äryanda bülünir söilirlär	9.376
0010_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A09	A09	cs	_kakoi goddaidi o sira fs_s _sorok _pervi yohsa _sorok _vtaroi hä	6.836
0010_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A10	A10	cs	šindi ušahlar uže _savsem _razviti oldular küčük ušahlar üč dört dili birdän bülirlär	5.782
0010_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	cs	šindi školada daa ohutmirlär daa urus dili urus dili čätın _prablema oldi burda	5.145
0010_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	tiflisdädä gidirdın güzäl söilirdın urusča _atvet verirdılär šindik diah _sistema döndi ahnayah gürjüjä lazım bülmäh	6.219
0010_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-B14	B14	urum	biz bu dili söilerıh anadan babadan	2.39
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A01	A01	urum	äp išlierlär äp šei oler	1.524
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A02	A02	cs	kövdä _uže boš fs_h boš oldi köv	3.42
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	urum	bu	0.31
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A05	A05	cs	sağ _savkhoz kömäk edirdıh sağ rayona öbür kövlärädä _semenoi kalkhoz tahıl _vsyo _eta	6.224
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A06	A06	cs	fs_epeim halh bašladi yašamaya kimki išlirdi o _da ğazanerdi yaširdi	6.627
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A07	A07	urum	sora var meriamana meriamanai yapmıš bizım kövli adam diellär elä adamın pänčoidi adi de yoh ğorğorudi adi	7.977
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A08	A08	urum	bizdä durirıh ište burda gidämädıh ğaldıh buralarda	3.066
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A09	A09	cs	o šei här bazar giderıh äziz günnär gäler giderıh ğurban edirıh ištır ägär ušahmušah ağırir fs_ya _ana baba genä ğurban edirıh	11.18
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A10	A10	cs	čaimız var yazın gidirıh balıh dutmaya _atdıhat edirıh	5.327
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A11	A11	urum	ziaratlar var meriamana ay nigola ay haralambos ay fs_ni ay nigola fs_ay aryos yoryos aryos yoryos var	15.191
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	cs	sora mäzärlär gälier ğızılyumurtada gidierım anamınan babamın üstünä ärkärän gidierım _da anelä ištem yašierıh	6.601
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A13	A13	cs	vardır meriamana meriamanaya čoğ halh gälir rassiadan gretsiadan _atmečat edirıh ğurban edirıh özgä kövlär eğılirlär özgä kövlär är kövdän ištem	12.973
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A15	A15	cs	ki ohäbär bir ğırh _semya ui_olur genä ğalmiš burda urum	4.988
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A16	A16	urum	alir götürirıh orda ištem mäzärlärımızi edirıh äpımızäm äpsınä mum yahirıh	4.961
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B01	B01	cs	soram varıdi birtänä äksi _škola	3.505
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B08	B08	urum	güzäl var	1.101
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B10	B10	cs	yahši šei varıdi _vozduh nätävür dierlär	5.094
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B11	B11	cs	_i _vsyo šindida ärbiriš var	2.199
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B12	B12	urum	kövdän oki bahien böyük dağlar görünier	2.483
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B13	B13	urum	ambelya yaširlär	1.062
0010_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B14	B14	urum	ama burda yašamah yohtur onučun halh bizım halh geri	3.145
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A01	A01	cs	burda _starayutsa yašamah	1.15
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A03	A03	cs	bizım _nasledstvo _mužskoe äp čoğ oğlan _u _deduški	8.829
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A04	A04	cs	_i sora oldi bizım mäzärlär	2.904
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A05	A05	urum	elädä biz ğaldıh buralarda	1.507
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	urum	jaal oğlan išlir šei edir	2.533
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A07	A07	cs	_a babuškamda olmıš @ _ana _radilas o dir pr_ki šei hä o dir ki bir fs_a adamın yapısi varıdi odasi oda dierdılär o odaya krıš akoškasi varıdi diir stavnyalari varıdi	17.32
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A09	A09	urum	bajalimajali köti yapılar ävälki yapılar	2.647
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A10	A10	urum	ävlärımızi täzälädıh krišalari dägištıh birınjikının üstünä šindi čoğ ey yaširıh	5.58
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A11	A11	urum	at babalarımız čalıširdılar šeidäh kolkhozda kolkhozudi kolkhozudi	7.267
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A12	A12	cs	amburamda ğar gıčlarımda _vabšem nä _čulki nä tufli ečbiše yoh _bosikom ambelä	5.02
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A13	A13	urum	elädä gäldıh khristian ğaldıh gäldıh oralardan	4.125
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A14	A14	cs	sora _deduškam karagezov spiridon angısiki yašerdi burda ambu kövdä bu kövdä oldi bänım babamda karagezov pr_valik sora olduh bän ğardašlarım yaširıh	13.046
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A16	A16	cs	_vsyo genä nä diem	0.891
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B01	B01	cs	tsalkanın torpağına bägändılär čoğ _čirnozemni ğara torpah _i bägändılär	7.001
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B06	B06	urum	gürjüstana gäldılär ordada bašladılar yašamah	3.885
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	sora yapi yaptılar	1.695
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B10	B10	urum	buralarda yašierlär	1.363
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B12	B12	urum	išliya išliya düzälttılar torpah ettılär yapılar yaptılar	3.834
0011_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B14	B14	cs	_da anelä ište fs_o ušahlarıni semyasıni baherdılär	3.51
0011_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A03	A03	urum	täzäklär islanmıš tandırlar yanmir	1.9
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A01	A01	urum	kissänın ğapısında emäh ičmäh kef čäkmäh	4.287
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A02	A02	cs	onnar _religia _musurmanskaya _hatya söilierlär gürjüjä _no fs_ne _neveruyušie	6.83
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A03	A03	cs	šindidä belä _kanešna	1.159
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	cs	oldi _integriravat ettıh _i onnarda gälir ğarıšir bir iki adam	6.068
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A05	A05	cs	_atmečayut _kanešna _vot meriamanai _svyataya maria	4.873
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A07	A07	urum	är kövdän ermanılär bizım meriamanaya gälirlär	2.799
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A08	A08	urum	ambelä ederıh biz meriamana bizım kövdä	2.368
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A09	A09	urum	daa bizım elä mäzärä giderıh keišınän barabar biräz ğarannıh čöker saat oler korozlar ötirdi ğarannığınan gidirdıh mäzärä kladbišaya	11.1
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A10	A10	cs	ište ğanılir ki onnar özgä millät bizdä özgä ekkä arada _raznitsa ui_var	4.231
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A12	A12	urum	muzıkada buralarda yohtur bizım čalan gidierlär özgä kövlärdän dutierlär gätırierlär pulunan verierlär ište näki lazım toplierıh ävlärdän äpımız verierıh gidıp gätırierlär ište anelä	11.563
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A13	A13	cs	gäldılär üč gün durdular kimının ävi var kimının ište hısımi var meriamanai güzäl _atmečat ettılar sabağısi kimi iki gün ui_durdular gettılar geri	10.091
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A14	A14	cs	ondan sora halh ančelä _atmečat edir bu _prazdniki ambelä böyuk kampaniainan	5.549
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A15	A15	cs	iki gün iki gün _padryad emäh ičmähtır olmaz išlämäh	4.241
0011_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	urum	ambelädä meriamana güni biz belä günnärımızi gečırirıh elda	3.108
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A01	A01	urum	mamamın täräfındän äp gretsiadadırlar	2.038
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A02	A02	russ	_nu _i _živyom _harašo _narmalna _sredni _nu	3.114
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A03	A03	cs	_pavlik tiflisdä yašier _nu _vot orda ohir orda išlir	3.735
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A04	A04	cs	ğızım bännän söilir türk dilıni angısıniki bu _dialekt bizım diljäi oğlum küčüktur söilämäh bülmier	9.698
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A05	A05	urum	išlädım burda bir igirmi elda agranomlıh burda ettım	3.002
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A06	A06	cs	oğlan aldi sağolsun ki bir dohkuz _gektar šindi o torpağınan yaširıh	4.527
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A07	A07	urum	genä nä diem	0.859
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A08	A08	urum	tekhnikamız var ävdä yaperıh onnan išlierıh ištem	2.881
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A09	A09	cs	fs_šei savkhozudi _brigadir oldum genä oldum šei iš _vesovčika sora nä genä oldum	10.121
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A10	A10	urum	čoğ čätınnıh gördüh	1.215
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	cs	elädä gätırdıh yapi yaptıh amburada bögünähačet yaširıh ambu _forma	5.115
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A12	A12	urum	babami ğardašlarımda äpısi bir yana getti babamda bahtım soradan ište gäldım buraya buni gäldım aldım	6.799
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	urum	yašamah olir aj ğalmirıh pulumuz olmir ajda ğalmirıh	3.624
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A14	A14	cs	_nu olirdi ävdä ärištä kanfliktmanflikt ama ahlıma gälir bir kärän _deduškam babuškama dedi ki ğari bah bu dört duvar nää öčüriidır onučun ki ävdä ki söilian iš dišäri čıhmia	13.277
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	cs	gidäjäm istirım ohumaya neräya istirım bahem _ili nerdä olabülür šäärmäärä	6.55
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	urum	bänım bir ğardašım burdadır biridä gretsiada anam babamda burda	5.203
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	anam ävdä bahierdi bäni ušağıdım soram oldi bänim ikınji bajım soram ikınjı bajım	10.534
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	ušahlarida üč ğızım oldi	1.714
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B06	B06	urum	ama soram bazısi ğardašlari getti urusetä bazısi gretsiaya babamda ğaldi šäärdä	8.255
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	urum	guzäl yašierdılär	1.095
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B10	B10	urum	biräz čätınıdi dögüštän soraidi o	1.944
0011_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B12	B12	russ	_vsyo	0.27
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A06	A06	cs	_svyaz oldi oki turtsiaya ki getmäh gälmäh onnar burya gälir o dildä epei	6.621
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A07	A07	russ	_zapas _slov _zakončilsya	1.411
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A08	A08	urum	ištem bunnardır daa	1.235
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A09	A09	urum	äp prahtıh prahtıh ohumai bellirdıh saldatlara	6.142
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A10	A10	cs	_asnavnoi bu dili söilirlär _turetski	2.034
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	urum	čoği bülmir urus dili biz gürjüjä bülmirıh nä dildän ğanmirıh birbırımızınän čoğiinän söilirıh ğanmirıh nä dildän söiliah	7.331
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	_da bizım ušahlarda gürjüjä šindi torunnarımız gidäjäh o gürji školasına	3.82
0011_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-B14	B14	urum	nasıl ki analarımız babalarımızda äbälärımız örgätti bu dili biz örgändıh	5.228
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A01	A01	cs	_kantora varıdi _kantora šindi yohtur sökühtür näblem ambelä	5.411
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A02	A02	urum	gidien kimsäi görämien bir čıhierıh mäzärlärä	3.892
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A03	A03	cs	_škola burda _asnavat olmıšti @ godda	4.003
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	urum	bizım köv šindi gäldi ambu geriki ellarda gürji millätıni gätırdılär bizınän barabar yaširlär	9.064
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A05	A05	russ	_vırašivali _pervıe _sarta _semena _atpravliali _drugie _mesta _razmnaženie	5.026
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A07	A07	cs	diellär elä adamıdi ki ambelä daši atierdi dierdi ki bir oni verın yohari verirdılär o daši ğoirdi _srazu o daš gälirdi erınä	7.81
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A08	A08	urum	burada eidır ište yaširıh gretsiaya gidämädıh burda durirım ki getmirım	4.592
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A11	A11	cs	dört ziarat var dördunäda gidirıh är bazar günnäri gidirıh _sveča yahirıh	4.961
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	urum	daa näblem nä diem genä	1.357
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A13	A13	urum	oturirıh ui_güzäl ğurbannar mumumuzi yahirıh kissämızi edirıh ğurbannari käsirıh kimi ävdä käsir kimi kissänın ğapısında käsir	11.307
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A14	A14	cs	urum semyasi burda _gdeto yaširıh igirmi pr_beš ävänčılä öbürlär olaki bir älli äväačenda ajarlar olur	8.891
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A16	A16	urum	üči mäzärdır biri fs_b äksidır biri täzädır bizım	3.56
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B01	B01	cs	äksi školamızi söktülä söktülär _i yaptılarıdi täzä böyuk _škola ušahlardan öčüri	8.625
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B03	B03	urum	varıdi fırın nerdä äp halh är ulitsada varıdi fırın nerdä halh gidierdılär orda ämägi edierdılär	12.519
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B04	B04	cs	_daže biz orda oki fs_št le yazın ki gidierdıh durierdıh bir ğač ainanda ohierdıh školada	7.411
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B08	B08	urum	čoğ güzäl prirodasi var o kövün	2.025
0011_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B12	B12	urum	o dağlarda otarierıh mali ğoyuni	2.653
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A03	A03	cs	_u _pradeda _bılo _šest _sınavei _u _deduški fs_de deduškanın üč oğli varıdi	5.92
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A04	A04	cs	burda ohudular urus dilıni bizä söilirdılär o turkča angisıniki biz dierıh bizım diljä bu _dialekt _turetski	10.23
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A05	A05	urum	biz oralardan ğačtıh gäldıh turtsia dad vermerdi bizä	3.995
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	urum	čoğ fahırıdılar	1.109
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A10	A10	cs	ey köti gürji dilıni alıštıh gruzinski eč bülmirdıh šindi onida alıštıh _grečeski bülirıh urusča bülerıh _turetski	8.285
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A11	A11	cs	babam _invalid oldi vadä _sudurugi _sudurugi oldi bän _as biz ğaldıh dörtjannan anam bajım babam birdä bän	14.265
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A12	A12	urum	ğıšlarımi batırierdım am burya ačet bir basıp čıhierdım basıp čıhierdım elä fahır yašadıh	5.187
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A13	A13	cs	fs_gä gäldıh yoh gäldılär dädämız _naši _predki ğaldıh buralarda yaširıh	7.48
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A14	A14	cs	šindi gidirıh školaya _no fp_aa bülirım ki pr_bänim predkılärım čoğ fp_ee čätın yašamıšlar čoğ fahırlıhta	9.231
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A16	A16	urum	an ištem gäldıh ištem näblem gäldılär bajılar airlandılar biri oyani getti biri buyani getti čätınnıh gördüh yahši yašadıh	6.9
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B01	B01	cs	bašladılar yapmaya torpahtan yapılar soram _da fs_azar fp_mm _i bašladılar čüčük čüčük yapılar yapmaya yašamaya	9.314
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B03	B03	urum	täzädän yašiamierdılär burda onučun ki čoğ soyuğudi	3.9
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	sorada ištem genä čätın čätın yašamahlar	3.257
0012_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B13	B13	urum	ište ambelya	0.799
0012_DoReCo_doreco_urum1249_UUM-TXT-CL-00000-A03	A03	urum	amaša ui_elädır tsalkanın	1.538
0012_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A01	A01	cs	_nu ğurbannar käserlär šeilär ederlär abičailar äp yol ğaler	8.06
0012_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A03	A03	cs	burda var dörtänä ziarat meriamana _ayos yoryos haralambos ay haralambos birdä _ai nikola	9.146
0012_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	urum	onnar etmir o güni	1.117
0012_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A09	A09	urum	ordada mum yaherdıh äpsınä edirdıh čıhıp gälirdıh keišınän barabar	4.767
0012_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A12	A12	urum	yahši gäčırerıh käsierlär ğurban edierıh ğoyunnar eläsi var be elä ziarat var beštänä altitänä ontänačen käsän olier	8.155
0012_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A15	A15	cs	är kövdän gälirlär meramanaya özgä kövlärdändä gälirlär onnarda bizınan barabar güzäl _atmečat edirlär gidirlär sora är erdän gälirlär	12.022
0012_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A16	A16	urum	är prazdnikımızda khristianstvonın prazdnikımızda biz elda kündä elä gečırirıh halh eğılirıh tomari iir ičirıh ğurbannarımızida käsirıh	8.91
0012_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B04	B04	urum	ordada fs_paska paskainan yumurtalari ğoierıh ğoyurierıh	5.154
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A01	A01	urum	ui_biz burda ušahlar čoğdır arkadašlarımız eidır äp yahši	5.69
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A02	A02	urum	nä diem	0.558
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A03	A03	cs	_on _pamoemu orda _s _vami _on _ladit _on _u _nevo _i yahši _družba	9.015
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A04	A04	urum	ğızım anasiinän gürjüjä söilir bännän söilir türkčä ämısiinän söiler urus dilındä	8.87
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A05	A05	russ	_vot	0.417
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A07	A07	urum	ävdä yaširıh täk ärımınän bänıh kimsä yoh ikimızıh	4.561
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A08	A08	urum	äkirıh traktorunan edirıh kömäk edirım bändä	3.27
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A09	A09	urum	fp_uf ahlımda ğalmer dia ğanerdımda bän näsıl köti günnär görmišım	6.6
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	urum	ziaratların zatik dedım ki gidirıh ziaratlara	2.605
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A12	A12	cs	burdanda iki uša oğlum vardır biri burda birida gretsiadaidi burdaidi getti o _da gidip gälier orda	6.434
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A14	A14	cs	čoğ _družni _nu _i _što _što fahır čoğ _družni šeinän bögünä ačen gäldıh bizım semyamız ohunmıš äp	6.498
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	urum	ğardašımda istir gidä išä girä	3.78
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	urum	yoh bän gretsiaya getmäm nädä ui_gidärım bän näki olmıšım anamdan burda yaširım burdada išlirım	6.985
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	babam išlierdi anamda bizi bahierdi	3.439
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B03	B03	cs	mamamda _i bašladi išlämäya školada	2.842
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B06	B06	urum	bizdä böyulduh yašierıh bizdä šäärdä	4.17
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B09	B09	urum	sora pr_orda pr_onnar tanušlandılar birbirıni sävdılär	6.425
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B10	B10	urum	äp	0.305
0012_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B14	B14	urum	iki ušağım vardır gürjii aldi bänım ğızım	4.569
0012_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A09	A09	cs	o angi el oler hä rubigımız armiaya getmıšti _sorok _pervi ğardašımda _sorok pervıdä ui_getti	6.269
0012_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	urum	burda šindi ajarlar gälmiš yaširlär onnar urusča bülmirlär biz urusča bülirıh onnar gürjüjä bülirlär biz gürjüjä bülmirıh birbırımızi ğandıramirıh	7.851
0012_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A16	A16	cs	bizdä ušahlar bülirlär kimki bülir ušahtır _dapustim alıšabülir ama bizım vozrasta da biz alıšamazıh	5.42
0012_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-B14	B14	urum	yazmağınan ohumah biz bu dili bülmerıh	3.469
0012_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A02	A02	cs	elda birkärän _paskha güni šei ğızılyumurta	4.926
0012_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A03	A03	cs	_do @ _goda fs_čete _semiletka _bıla @ _goda oldi _srednyaya _škola	9.58
0012_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	urum	birınji vädä biz birbirımızi eč ğanamerdıh	2.971
0012_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A07	A07	urum	öländä dedi ki bäni gömärsıs kissänın dibında ğapın ešigın dibındä o adam gömülidır	6.747
0012_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A08	A08	urum	burda ei ävmävımız var yaširıh ište	2.988
0012_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A09	A09	urum	näki älımızdän gäler edirıh	1.725
